order_item_id,order_id,product_name,category,quantity,price
2472,2393,Monitor,Electronics,1,60.11
2473,6879,Lipstick,Beauty,1,199.57
2474,1922,Non-fiction,Books,1,94.25
2475,4434,T-shirt,Clothing,3,141.51
2476,1828,Jacket,Clothing,3,180.46
2477,717,Jacket,Clothing,3,84.19
2478,631,Doll,Toys,2,154.64
2479,4861,Lipstick,Beauty,4,99.63
2480,8277,Curtains,Home,2,90.02
2481,3769,Jeans,Clothing,4,98.76
2482,8929,Headphones,Electronics,4,144.18
2483,2708,Perfume,Beauty,4,140.94
2484,8419,Car,Toys,1,106.74
2485,3358,Lipstick,Beauty,4,10.49
2486,9500,Puzzle,Toys,1,66.5
2487,7861,Lego,Toys,4,53.93
2488,4205,Jeans,Clothing,2,194.19
2489,4231,Shampoo,Beauty,2,49.74
2490,5034,Curtains,Home,4,143.12
2491,4387,Sneakers,Clothing,2,83.16
2492,8158,Facewash,Beauty,2,81.7
2493,7676,Jeans,Clothing,4,156.8
2494,9845,Lamp,Home,4,146.22
2495,1868,Lipstick,Beauty,1,124.52
2496,6966,Mouse,Electronics,2,172.84
2497,7197,Comics,Books,2,32.99
2498,27,Mouse,Electronics,4,64.22
2499,6157,Car,Toys,3,27.94
2500,9125,Puzzle,Toys,1,196.42
2501,6589,Keyboard,Electronics,1,74.17
2502,5768,Jeans,Clothing,3,85.08
2503,467,Headphones,Electronics,1,122.19
2504,7690,Comics,Books,1,15.16
2505,2701,Keyboard,Electronics,2,133.16
2506,9691,Puzzle,Toys,2,160.18
2507,8810,Sneakers,Clothing,4,7.76
2508,3778,Comics,Books,4,113.13
2509,2688,Perfume,Beauty,1,16.42
2510,5333,Biography,Books,3,88.68
2511,6807,Puzzle,Toys,4,71.05
2512,5057,Perfume,Beauty,4,120.76
2513,9697,Keyboard,Electronics,3,150.28
2514,180,Chair,Home,1,138.89
2515,7997,Doll,Toys,1,192.43
2516,5465,Jeans,Clothing,4,130.11
2517,6721,Monitor,Electronics,1,168.37
2518,922,Puzzle,Toys,1,138.02
2519,3093,Monitor,Electronics,4,33.69
2520,5528,Monitor,Electronics,4,38.47
2521,9703,T-shirt,Clothing,2,49.22
2522,7466,Table,Home,2,67.86
2523,2720,Fiction,Books,1,70.39
2524,8114,Lego,Toys,3,148.95
2525,9216,Curtains,Home,2,128.17
2526,152,T-shirt,Clothing,1,45.86
2527,8205,T-shirt,Clothing,3,191.18
2528,8907,Keyboard,Electronics,2,145.4
2529,3626,Chair,Home,2,6.96
2530,8441,Biography,Books,1,35.88
2531,1145,Lamp,Home,4,114.22
2532,4483,Monitor,Electronics,4,180.08
2533,4535,Monitor,Electronics,3,189.11
2534,721,Sneakers,Clothing,4,184.76
2535,4569,Lipstick,Beauty,1,60.23
2536,3230,Fiction,Books,2,15.84
2537,1007,Non-fiction,Books,3,180.69
2538,4729,Table,Home,4,105.75
2539,7100,Table,Home,2,190.54
2540,7117,Lipstick,Beauty,1,163.73
2541,3814,Puzzle,Toys,1,121.03
2542,538,Keyboard,Electronics,2,196.95
2543,2686,Lamp,Home,1,144.78
2544,1981,Keyboard,Electronics,1,107.44
2545,5907,Keyboard,Electronics,2,170.31
2546,540,Comics,Books,4,15.61
2547,7047,Lamp,Home,3,33.13
2548,7262,Mouse,Electronics,2,151.62
2549,8676,Sneakers,Clothing,2,96.86
2550,9221,Monitor,Electronics,4,159.52
2551,6301,Shampoo,Beauty,3,13.4
2552,52,Keyboard,Electronics,1,69.02
2553,8435,Jacket,Clothing,4,64.62
2554,1687,Biography,Books,3,149.5
2555,2822,Mouse,Electronics,2,85.46
2556,6564,Lego,Toys,3,188.65
2557,8121,Lamp,Home,4,25.66
2558,8097,Table,Home,1,107.33
2559,8617,Curtains,Home,3,101.56
2560,8887,Lego,Toys,3,67.05
2561,8546,Doll,Toys,2,30.57
2562,3691,Fiction,Books,3,146.46
2563,1690,Keyboard,Electronics,2,128.45
2564,8485,Fiction,Books,4,101.61
2565,717,Car,Toys,1,58.28
2566,7284,Jacket,Clothing,4,24.42
2567,4576,Non-fiction,Books,3,152.39
2568,4573,Curtains,Home,3,132.93
2569,638,Lamp,Home,2,168.09
2570,7980,T-shirt,Clothing,2,77.11
2571,9492,Facewash,Beauty,4,179.61
2572,3949,Puzzle,Toys,4,93.5
2573,8882,Headphones,Electronics,4,100.92
2574,5551,Facewash,Beauty,1,85.88
2575,8904,Lamp,Home,2,64.7
2576,8631,Puzzle,Toys,4,78.36
2577,3342,Doll,Toys,2,53.29
2578,5551,Puzzle,Toys,4,156.32
2579,4239,Biography,Books,1,40.62
2580,1784,Lego,Toys,2,64.32
2581,9060,Mouse,Electronics,2,160.56
2582,1489,Non-fiction,Books,2,116.17
2583,7161,Table,Home,2,65.56
2584,468,Car,Toys,1,170.38
2585,5584,Facewash,Beauty,4,144.59
2586,1418,Car,Toys,1,17.04
2587,5906,Monitor,Electronics,2,60.12
2588,1777,Jacket,Clothing,3,43.13
2589,1082,Car,Toys,1,76.34
2590,2926,Shampoo,Beauty,3,150.16
2591,4085,Jacket,Clothing,2,20.45
2592,7629,Puzzle,Toys,2,199.83
2593,6196,Fiction,Books,1,143.91
2594,1012,Doll,Toys,3,169.63
2595,7903,Lego,Toys,1,14.81
2596,814,T-shirt,Clothing,1,129.91
2597,273,Keyboard,Electronics,1,143.14
2598,3645,Jacket,Clothing,2,34.6
2599,1717,Sneakers,Clothing,4,137.85
2600,6277,Lamp,Home,3,194.68
2601,6233,Lamp,Home,4,182.24
2602,6829,Car,Toys,4,87.29
2603,357,Sneakers,Clothing,2,175.91
2604,204,Lipstick,Beauty,2,125.64
2605,3746,Table,Home,2,86.89
2606,1597,Mouse,Electronics,1,31.21
2607,6615,T-shirt,Clothing,2,49.72
2608,497,Non-fiction,Books,2,59.22
2609,63,Lego,Toys,2,144.92
2610,1580,Biography,Books,2,150.53
2611,8732,Shampoo,Beauty,4,178.55
2612,4294,Lego,Toys,4,158.6
2613,4877,Lipstick,Beauty,2,198.12
2614,7851,Fiction,Books,4,17.68
2615,4126,Comics,Books,2,63.89
2616,2714,Lipstick,Beauty,3,137.08
2617,5329,Sneakers,Clothing,1,13.28
2618,9273,Fiction,Books,2,124.02
2619,7888,Lego,Toys,4,189.6
2620,3380,Chair,Home,1,75.31
2621,1599,Lego,Toys,4,147.09
2622,7634,Chair,Home,3,185.75
2623,9821,Mouse,Electronics,3,79.48
2624,3179,Car,Toys,1,63.27
2625,8045,Comics,Books,3,124.53
2626,5114,Lipstick,Beauty,2,133.11
2627,3373,Jeans,Clothing,3,193.56
2628,6764,Car,Toys,4,183.55
2629,1070,Lamp,Home,2,139.94
2630,2777,Shampoo,Beauty,4,170.3
2631,1193,Jacket,Clothing,1,48.35
2632,814,Doll,Toys,1,137.6
2633,1153,Monitor,Electronics,1,109.97
2634,5833,Jacket,Clothing,4,151.36
2635,1884,Curtains,Home,4,98.39
2636,268,Jacket,Clothing,1,197.36
2637,3672,Doll,Toys,4,38.23
2638,2813,Lipstick,Beauty,1,38.87
2639,6563,Keyboard,Electronics,1,104.12
2640,7014,Curtains,Home,4,88.59
2641,5178,Headphones,Electronics,2,7.31
2642,4086,Perfume,Beauty,1,53.88
2643,384,Car,Toys,3,65.12
2644,2851,Lamp,Home,2,97.48
2645,6722,Headphones,Electronics,2,18.85
2646,7084,Curtains,Home,2,80.47
2647,1050,Headphones,Electronics,2,62.83
2648,1834,Shampoo,Beauty,1,17.4
2649,8990,Doll,Toys,1,179.59
2650,4468,Headphones,Electronics,1,15.1
2651,2976,Mouse,Electronics,3,12.17
2652,5156,Puzzle,Toys,1,15.2
2653,7699,Doll,Toys,1,183.61
2654,8001,Monitor,Electronics,3,32.41
2655,1291,Lipstick,Beauty,1,147.77
2656,7962,Facewash,Beauty,4,153.17
2657,7600,Mouse,Electronics,4,144.31
2658,7187,Curtains,Home,1,66.9
2659,7507,Shampoo,Beauty,2,141.6
2660,2188,Car,Toys,1,128.7
2661,8259,Perfume,Beauty,3,24.69
2662,9585,Shampoo,Beauty,2,40.89
2663,7792,Monitor,Electronics,3,11.16
2664,6771,Jacket,Clothing,4,47.49
2665,9894,Fiction,Books,3,21.35
2666,8771,Table,Home,1,21.23
2667,7935,Chair,Home,4,40.63
2668,1606,Curtains,Home,2,142.49
2669,7988,Mouse,Electronics,1,34.37
2670,7166,Sneakers,Clothing,4,158.24
2671,6055,Curtains,Home,2,118.65
2672,4506,Lego,Toys,4,70.32
2673,7248,Fiction,Books,2,190.19
2674,5808,Puzzle,Toys,2,46.81
2675,6257,Perfume,Beauty,3,31.27
2676,8052,Perfume,Beauty,1,196.47
2677,4285,Lamp,Home,2,28.26
2678,2155,Jeans,Clothing,2,173.32
2679,7743,Fiction,Books,3,85.83
2680,2805,Chair,Home,2,140.89
2681,2221,Keyboard,Electronics,2,191.42
2682,9191,T-shirt,Clothing,4,13.83
2683,722,Curtains,Home,1,114.52
2684,9407,Keyboard,Electronics,3,68.67
2685,9886,Biography,Books,3,85.42
2686,6975,Shampoo,Beauty,2,152.91
2687,5804,Jacket,Clothing,2,153.35
2688,3395,Lamp,Home,3,169.31
2689,4026,Lamp,Home,2,151.73
2690,8129,Lamp,Home,2,5.69
2691,5157,T-shirt,Clothing,4,34.69
2692,4813,Lipstick,Beauty,3,111.87
2693,8651,Keyboard,Electronics,2,160.09
2694,9894,Mouse,Electronics,1,18.38
2695,8819,Keyboard,Electronics,2,167.61
2696,2457,Curtains,Home,4,144.45
2697,207,Doll,Toys,4,129.09
2698,1357,Sneakers,Clothing,3,10.62
2699,7462,Chair,Home,4,74.96
2700,7157,Lamp,Home,4,35.17
2701,8152,T-shirt,Clothing,1,78.29
2702,6523,Lamp,Home,4,22.54
2703,2674,Facewash,Beauty,2,171.38
2704,1050,Biography,Books,4,77.04
2705,6824,Puzzle,Toys,1,159.83
2706,2592,Shampoo,Beauty,3,145.48
2707,6877,Doll,Toys,1,95.42
2708,4005,Keyboard,Electronics,2,185.78
2709,5974,Chair,Home,2,91.98
2710,8283,Puzzle,Toys,3,178.12
2711,8668,Mouse,Electronics,1,130.9
2712,8057,Biography,Books,1,17.6
2713,2047,Keyboard,Electronics,3,15.1
2714,5308,Curtains,Home,3,183.89
2715,7737,Facewash,Beauty,3,31.6
2716,3691,Mouse,Electronics,3,106.68
2717,3267,Lamp,Home,2,96.99
2718,4630,Sneakers,Clothing,2,61.6
2719,2746,Perfume,Beauty,3,89.2
2720,7024,Shampoo,Beauty,4,188.54
2721,8277,Jeans,Clothing,3,9.17
2722,2640,Keyboard,Electronics,4,190.0
2723,4937,Lipstick,Beauty,4,125.57
2724,77,Curtains,Home,1,143.03
2725,6474,Keyboard,Electronics,4,54.19
2726,3505,Comics,Books,4,126.69
2727,2425,Jacket,Clothing,4,67.46
2728,6485,Perfume,Beauty,2,79.23
2729,5297,Perfume,Beauty,1,70.41
2730,6568,Sneakers,Clothing,1,175.98
2731,6087,T-shirt,Clothing,4,194.07
2732,2222,Keyboard,Electronics,2,149.53
2733,406,Doll,Toys,3,191.93
2734,2130,Lamp,Home,2,167.1
2735,6835,Non-fiction,Books,1,148.07
2736,398,Car,Toys,4,79.98
2737,9993,Lipstick,Beauty,2,198.65
2738,3474,Table,Home,4,174.01
2739,4990,Lamp,Home,3,99.82
2740,3927,Table,Home,2,163.94
2741,1945,Lipstick,Beauty,3,114.06
2742,8630,Table,Home,3,25.57
2743,5392,Sneakers,Clothing,1,37.66
2744,5400,Lego,Toys,1,20.15
2745,223,Monitor,Electronics,4,56.12
2746,1611,Mouse,Electronics,3,108.98
2747,7831,Lego,Toys,3,189.4
2748,4605,Keyboard,Electronics,1,85.99
2749,4001,T-shirt,Clothing,3,103.32
2750,2665,Facewash,Beauty,2,39.17
2751,1066,Non-fiction,Books,3,66.94
2752,5365,Mouse,Electronics,3,57.25
2753,9469,Facewash,Beauty,1,111.2
2754,5394,Monitor,Electronics,1,152.3
2755,7103,Car,Toys,4,192.69
2756,7502,Monitor,Electronics,1,142.25
2757,604,Curtains,Home,2,149.94
2758,5131,Lipstick,Beauty,3,155.01
2759,6296,Lego,Toys,4,185.2
2760,8381,Keyboard,Electronics,3,92.21
2761,7104,Comics,Books,1,165.24
2762,8868,Lamp,Home,3,187.25
2763,638,Doll,Toys,3,172.03
2764,1845,Sneakers,Clothing,2,72.6
2765,47,Doll,Toys,3,162.13
2766,820,Puzzle,Toys,2,100.36
2767,3808,T-shirt,Clothing,3,165.54
2768,3023,Monitor,Electronics,1,72.54
2769,1081,Keyboard,Electronics,4,32.2
2770,3147,Perfume,Beauty,1,141.44
2771,1278,Facewash,Beauty,4,60.33
2772,6742,Doll,Toys,3,191.88
2773,2218,Shampoo,Beauty,1,176.48
2774,5266,Biography,Books,2,160.9
2775,2887,Lipstick,Beauty,1,126.24
2776,5635,Lipstick,Beauty,2,11.34
2777,8988,Biography,Books,3,186.67
2778,3329,Table,Home,3,110.53
2779,7294,Mouse,Electronics,4,142.71
2780,3007,Monitor,Electronics,1,88.09
2781,6959,T-shirt,Clothing,3,144.05
2782,7973,Car,Toys,4,121.1
2783,4144,Table,Home,4,85.14
2784,5518,Curtains,Home,3,124.9
2785,1219,Lego,Toys,2,53.0
2786,8019,Mouse,Electronics,2,146.18
2787,9953,Comics,Books,4,146.96
2788,8917,Headphones,Electronics,3,177.44
2789,1345,Perfume,Beauty,1,129.31
2790,138,Table,Home,1,22.83
2791,4451,Curtains,Home,4,79.51
2792,4907,Car,Toys,1,68.23
2793,2760,Car,Toys,3,24.94
2794,59,Shampoo,Beauty,1,181.03
2795,771,Jacket,Clothing,1,6.41
2796,389,Lego,Toys,3,101.66
2797,3423,Lamp,Home,2,127.38
2798,7013,Facewash,Beauty,2,170.9
2799,4853,Lipstick,Beauty,4,138.77
2800,596,Curtains,Home,3,29.2
2801,8628,Shampoo,Beauty,2,34.28
2802,9666,Fiction,Books,1,6.75
2803,1983,Facewash,Beauty,4,86.78
2804,8966,Monitor,Electronics,3,124.9
2805,8210,Table,Home,3,104.95
2806,4331,Facewash,Beauty,4,80.33
2807,5430,Perfume,Beauty,2,14.59
2808,1693,Puzzle,Toys,4,144.69
2809,2771,Headphones,Electronics,4,96.02
2810,4377,Jacket,Clothing,3,138.43
2811,4927,Lego,Toys,3,92.21
2812,3268,Facewash,Beauty,1,23.18
2813,9331,Biography,Books,4,75.61
2814,7565,Non-fiction,Books,3,179.07
2815,1696,Car,Toys,3,80.22
2816,1587,Table,Home,3,198.96
2817,4681,T-shirt,Clothing,3,41.74
2818,5448,Biography,Books,4,138.34
2819,5461,T-shirt,Clothing,4,101.86
2820,7966,Shampoo,Beauty,2,65.19
2821,2269,Facewash,Beauty,4,84.67
2822,7250,Curtains,Home,3,199.85
2823,7462,Jeans,Clothing,1,125.25
2824,3487,Comics,Books,4,148.65
2825,5802,Jacket,Clothing,2,167.77
2826,2750,Monitor,Electronics,4,94.03
2827,7786,Jacket,Clothing,3,160.08
2828,6976,Perfume,Beauty,2,125.78
2829,1406,Jacket,Clothing,3,141.34
2830,3576,Curtains,Home,3,198.87
2831,2728,Lego,Toys,4,147.66
2832,6488,Curtains,Home,4,118.01
2833,6292,Shampoo,Beauty,2,28.42
2834,2502,Biography,Books,2,146.65
2835,938,Keyboard,Electronics,2,185.07
2836,1756,Puzzle,Toys,2,10.64
2837,3391,Car,Toys,1,66.01
2838,5817,Biography,Books,2,125.71
2839,1217,Mouse,Electronics,4,197.9
2840,1204,Doll,Toys,1,74.86
2841,1891,Chair,Home,3,8.45
2842,8583,Monitor,Electronics,3,46.96
2843,7689,Chair,Home,2,29.99
2844,6501,Non-fiction,Books,3,168.76
2845,6717,Keyboard,Electronics,1,168.69
2846,3747,Fiction,Books,4,154.02
2847,8291,Lipstick,Beauty,4,31.13
2848,2196,Mouse,Electronics,1,140.41
2849,4666,Car,Toys,2,147.97
2850,9194,Jeans,Clothing,2,15.68
2851,7350,Jacket,Clothing,2,23.92
2852,9763,Lego,Toys,1,171.29
2853,4399,Fiction,Books,2,9.92
2854,3630,Monitor,Electronics,4,96.29
2855,7767,Sneakers,Clothing,1,11.53
2856,6148,Fiction,Books,1,49.25
2857,1064,Biography,Books,3,170.41
2858,8831,Lamp,Home,3,36.63
2859,9335,Biography,Books,2,85.01
2860,8744,Jeans,Clothing,2,185.34
2861,3276,T-shirt,Clothing,4,86.69
2862,977,Non-fiction,Books,2,126.74
2863,4070,Table,Home,4,86.89
2864,6403,Lipstick,Beauty,2,132.26
2865,346,Sneakers,Clothing,4,184.6
2866,4943,Chair,Home,1,91.92
2867,2943,Headphones,Electronics,4,6.03
2868,7405,Doll,Toys,2,188.18
2869,1077,Jeans,Clothing,3,22.51
2870,9364,Fiction,Books,2,104.05
2871,3771,Monitor,Electronics,1,196.8
2872,5653,Sneakers,Clothing,3,126.45
2873,8425,Lamp,Home,4,189.82
2874,8049,Perfume,Beauty,3,6.5
2875,451,Puzzle,Toys,2,132.87
2876,9555,Lego,Toys,3,179.89
2877,351,Lamp,Home,3,124.74
2878,9501,Biography,Books,2,89.61
2879,4005,T-shirt,Clothing,2,38.37
2880,4679,Doll,Toys,1,60.34
2881,245,Curtains,Home,3,197.94
2882,4646,Jacket,Clothing,4,71.05
2883,4735,Car,Toys,2,27.51
2884,441,Lamp,Home,3,169.62
2885,9660,Comics,Books,2,92.36
2886,5916,Table,Home,1,188.04
2887,412,Biography,Books,2,55.35
2888,814,T-shirt,Clothing,2,197.71
2889,4679,Chair,Home,1,159.63
2890,1731,Doll,Toys,2,23.09
2891,6644,Facewash,Beauty,1,162.38
2892,1975,Doll,Toys,3,19.96
2893,550,Perfume,Beauty,3,14.76
2894,1938,Biography,Books,3,50.48
2895,204,Facewash,Beauty,4,127.21
2896,3589,T-shirt,Clothing,2,71.83
2897,7084,Fiction,Books,1,101.01
2898,2537,Mouse,Electronics,2,127.06
2899,5789,Fiction,Books,4,70.24
2900,8299,Jeans,Clothing,2,109.12
2901,3812,Headphones,Electronics,4,132.23
2902,2702,Jacket,Clothing,2,192.96
2903,7826,Non-fiction,Books,4,131.3
2904,5975,Lego,Toys,1,65.07
2905,3937,Keyboard,Electronics,2,120.56
2906,4091,Jeans,Clothing,2,59.77
2907,9150,Biography,Books,1,127.03
2908,6957,Keyboard,Electronics,1,60.45
2909,9253,Monitor,Electronics,3,78.1
2910,2547,Comics,Books,4,88.78
2911,3737,Keyboard,Electronics,1,83.44
2912,1673,Perfume,Beauty,3,113.91
2913,402,Lego,Toys,4,70.75
2914,8794,Lipstick,Beauty,3,114.95
2915,4314,Biography,Books,2,172.58
2916,6353,Comics,Books,4,139.32
2917,8480,Table,Home,2,40.89
2918,88,Sneakers,Clothing,2,82.8
2919,7147,Shampoo,Beauty,2,44.98
2920,6280,Table,Home,2,187.31
2921,2206,Perfume,Beauty,2,132.19
2922,2968,Facewash,Beauty,2,183.55
2923,4251,Perfume,Beauty,3,50.33
2924,3535,Jeans,Clothing,3,196.62
2925,8412,Jacket,Clothing,4,20.6
2926,9675,Lego,Toys,4,17.45
2927,3239,Biography,Books,4,75.96
2928,8514,Jeans,Clothing,2,74.43
2929,2739,Lego,Toys,2,57.46
2930,4937,Jeans,Clothing,3,24.76
2931,1837,Shampoo,Beauty,3,82.86
2932,2560,Jeans,Clothing,4,187.94
2933,1569,T-shirt,Clothing,1,89.14
2934,4721,Lego,Toys,1,169.19
2935,7958,Lipstick,Beauty,2,46.24
2936,8545,Facewash,Beauty,2,49.35
2937,9221,Puzzle,Toys,2,192.26
2938,6526,Mouse,Electronics,3,72.33
2939,7936,Lipstick,Beauty,2,16.89
2940,9120,Keyboard,Electronics,2,146.23
2941,8222,Chair,Home,2,116.14
2942,7515,Curtains,Home,1,77.1
2943,7066,Sneakers,Clothing,1,58.81
2944,6738,Fiction,Books,4,32.46
2945,2541,Lego,Toys,2,171.71
2946,3820,Table,Home,3,113.81
2947,8687,Puzzle,Toys,1,93.94
2948,8024,Perfume,Beauty,4,71.11
2949,9065,T-shirt,Clothing,2,153.68
2950,835,Comics,Books,1,197.43
2951,3325,Chair,Home,3,53.06
2952,630,Biography,Books,3,126.8
2953,2987,Doll,Toys,3,12.2
2954,8222,Curtains,Home,3,118.35
2955,8080,Curtains,Home,2,128.64
2956,7934,Puzzle,Toys,4,178.86
2957,3783,Non-fiction,Books,4,35.25
2958,8999,Puzzle,Toys,3,172.96
2959,6486,Car,Toys,2,19.15
2960,5407,Curtains,Home,4,97.46
2961,3469,Lipstick,Beauty,4,28.05
2962,7145,Lamp,Home,4,73.63
2963,8413,Lego,Toys,3,42.44
2964,5276,Perfume,Beauty,2,188.18
2965,5868,Mouse,Electronics,3,52.22
2966,9536,Jeans,Clothing,2,143.0
2967,6517,Curtains,Home,1,159.75
2968,4627,Sneakers,Clothing,2,189.44
2969,2263,Shampoo,Beauty,2,158.19
2970,2415,Lego,Toys,3,25.32
2971,5241,Monitor,Electronics,3,30.78
2972,9050,T-shirt,Clothing,1,154.37
2973,5123,T-shirt,Clothing,3,159.52
2974,4994,Perfume,Beauty,2,118.15
2975,8965,Jeans,Clothing,4,127.09
2976,2493,Perfume,Beauty,3,164.76
2977,8212,Fiction,Books,4,150.43
2978,8998,Facewash,Beauty,4,177.65
2979,9573,T-shirt,Clothing,4,86.87
2980,2176,T-shirt,Clothing,3,117.67
2981,2406,Biography,Books,2,101.58
2982,3364,Shampoo,Beauty,4,96.66
2983,7342,Lego,Toys,1,173.76
2984,7901,Biography,Books,3,125.92
2985,9073,Comics,Books,4,75.97
2986,9526,Mouse,Electronics,4,50.36
2987,9877,Perfume,Beauty,3,9.59
2988,1606,Perfume,Beauty,2,51.91
2989,2558,T-shirt,Clothing,1,170.62
2990,8636,Chair,Home,4,110.02
2991,2043,Jeans,Clothing,1,155.13
2992,779,Doll,Toys,3,106.47
2993,3160,Biography,Books,2,155.09
2994,6396,Car,Toys,3,42.93
2995,1747,Puzzle,Toys,2,121.04
2996,5975,Sneakers,Clothing,4,24.58
2997,5151,Car,Toys,4,48.92
2998,421,Keyboard,Electronics,4,135.93
2999,2109,Lego,Toys,2,97.11
3000,4675,Lamp,Home,3,74.37
3001,5346,Jeans,Clothing,4,152.92
3002,3997,Non-fiction,Books,2,63.84
3003,6083,Perfume,Beauty,4,53.6
3004,9551,Car,Toys,3,189.94
3005,3911,Lipstick,Beauty,1,100.44
3006,2627,Sneakers,Clothing,1,123.45
3007,491,Facewash,Beauty,3,54.45
3008,9488,T-shirt,Clothing,4,35.35
3009,5933,T-shirt,Clothing,4,76.59
3010,3372,Headphones,Electronics,1,45.64
3011,4065,Jacket,Clothing,1,156.25
3012,5838,Lamp,Home,1,18.25
3013,4990,Lego,Toys,1,10.57
3014,5972,Jeans,Clothing,2,43.68
3015,3381,Monitor,Electronics,3,35.1
3016,5690,Car,Toys,4,156.3
3017,8604,Car,Toys,4,199.74
3018,9615,Car,Toys,3,63.48
3019,7474,Non-fiction,Books,4,30.81
3020,1677,Facewash,Beauty,4,42.41
3021,7791,Facewash,Beauty,1,185.04
3022,5283,T-shirt,Clothing,4,65.77
3023,9839,Perfume,Beauty,3,168.99
3024,2712,Headphones,Electronics,3,16.06
3025,9432,Jeans,Clothing,3,31.91
3026,603,Biography,Books,4,144.34
3027,1938,Sneakers,Clothing,2,25.02
3028,8122,Lipstick,Beauty,1,54.7
3029,8218,Doll,Toys,3,53.98
3030,6813,Mouse,Electronics,2,35.27
3031,1068,Monitor,Electronics,4,77.11
3032,5253,T-shirt,Clothing,1,32.16
3033,5864,Lipstick,Beauty,2,31.6
3034,380,Keyboard,Electronics,4,19.43
3035,9477,Shampoo,Beauty,4,126.62
3036,5503,Facewash,Beauty,2,195.1
3037,3183,Lipstick,Beauty,2,6.84
3038,3748,Monitor,Electronics,3,64.01
3039,5197,Sneakers,Clothing,1,20.25
3040,5133,Non-fiction,Books,1,25.58
3041,6041,Keyboard,Electronics,3,136.45
3042,4121,Mouse,Electronics,1,80.05
3043,8738,Lamp,Home,1,123.6
3044,5260,Sneakers,Clothing,4,135.57
3045,8467,Headphones,Electronics,2,99.94
3046,2923,Sneakers,Clothing,3,168.12
3047,3388,Keyboard,Electronics,2,196.82
3048,5443,Shampoo,Beauty,1,129.33
3049,5553,Keyboard,Electronics,1,177.9
3050,4014,Jeans,Clothing,3,68.01
3051,5368,Perfume,Beauty,2,106.55
3052,8303,Table,Home,4,152.75
3053,6960,Shampoo,Beauty,2,153.98
3054,9948,Headphones,Electronics,2,149.18
3055,6291,Puzzle,Toys,3,181.66
3056,9560,Headphones,Electronics,4,89.64
3057,9721,Table,Home,2,162.44
3058,552,Keyboard,Electronics,2,172.32
3059,134,Jeans,Clothing,1,140.81
3060,6608,Headphones,Electronics,1,179.97
3061,6600,Curtains,Home,4,174.3
3062,5125,Facewash,Beauty,2,162.07
3063,1061,Perfume,Beauty,2,10.34
3064,7385,T-shirt,Clothing,1,118.02
3065,2187,Lego,Toys,4,118.96
3066,2666,Monitor,Electronics,3,48.9
3067,3171,Lego,Toys,1,87.48
3068,2647,Table,Home,2,148.16
3069,596,Non-fiction,Books,3,13.17
3070,4107,Puzzle,Toys,2,96.66
3071,5818,Shampoo,Beauty,2,19.85
3072,3422,Chair,Home,2,76.68
3073,2279,Puzzle,Toys,4,21.93
3074,1165,Jacket,Clothing,3,172.98
3075,618,Jeans,Clothing,2,131.03
3076,451,Monitor,Electronics,4,177.89
3077,9991,Mouse,Electronics,3,199.31
3078,7373,Shampoo,Beauty,1,192.75
3079,1893,Fiction,Books,4,60.19
3080,5529,Doll,Toys,3,160.11
3081,2455,T-shirt,Clothing,2,17.11
3082,3809,Doll,Toys,2,66.96
3083,9477,Curtains,Home,4,139.0
3084,1758,Keyboard,Electronics,1,53.72
3085,223,Facewash,Beauty,4,22.58
3086,6954,Comics,Books,1,191.35
3087,7037,Headphones,Electronics,1,36.55
3088,9093,Jacket,Clothing,4,36.85
3089,2366,Sneakers,Clothing,4,166.1
3090,1610,Headphones,Electronics,4,63.33
3091,7222,Sneakers,Clothing,3,193.83
3092,1224,Keyboard,Electronics,3,48.22
3093,1908,Non-fiction,Books,4,91.24
3094,9555,Chair,Home,3,62.93
3095,5811,Doll,Toys,3,65.09
3096,6449,Doll,Toys,1,138.76
3097,7967,Chair,Home,2,135.94
3098,9461,T-shirt,Clothing,2,175.32
3099,4938,Monitor,Electronics,3,176.43
3100,5749,Keyboard,Electronics,1,48.24
3101,1232,Keyboard,Electronics,4,117.71
3102,9940,Lamp,Home,1,45.72
3103,738,Lamp,Home,1,98.86
3104,4437,Non-fiction,Books,2,132.48
3105,2980,Curtains,Home,4,191.86
3106,9974,Car,Toys,2,119.01
3107,530,Fiction,Books,3,40.74
3108,7142,Jeans,Clothing,2,180.24
3109,4419,Lamp,Home,1,34.49
3110,9397,Table,Home,4,67.23
3111,1987,Puzzle,Toys,4,146.97
3112,347,Curtains,Home,4,97.7
3113,5826,T-shirt,Clothing,2,62.71
3114,1216,Fiction,Books,2,40.22
3115,8046,Biography,Books,2,129.9
3116,5799,Non-fiction,Books,3,152.96
3117,245,Lipstick,Beauty,2,17.31
3118,7059,Jacket,Clothing,3,61.14
3119,133,Keyboard,Electronics,2,54.83
3120,1371,Headphones,Electronics,3,153.16
3121,1088,Monitor,Electronics,1,28.76
3122,9840,Table,Home,1,75.08
3123,9913,Car,Toys,4,60.88
3124,4003,Comics,Books,1,136.23
3125,8311,Fiction,Books,4,31.2
3126,2904,Comics,Books,3,12.79
3127,6823,Doll,Toys,4,71.85
3128,895,Biography,Books,1,103.13
3129,1266,Curtains,Home,3,75.84
3130,6424,Jacket,Clothing,4,74.23
3131,363,Lamp,Home,3,110.58
3132,7165,Jacket,Clothing,3,70.94
3133,9966,Table,Home,1,116.45
