order_id,customer_id,order_date,order_status,payment_method,total_amount
1457,503,2024-10-04,completed,net_banking,17.71
1458,962,2024-05-28,returned,paypal,270.78
1459,974,2024-11-06,completed,net_banking,211.56
1460,821,2024-08-29,completed,paypal,18.2
1461,616,2023-05-07,completed,credit_card,363.87
1462,104,2023-08-13,cancelled,credit_card,272.51
1463,947,2024-03-04,completed,wallet,150.48
1464,39,2025-02-14,completed,paypal,256.09
1465,947,2023-10-09,cancelled,credit_card,351.95
1466,198,2024-09-14,cancelled,paypal,220.98
1467,646,2023-08-09,completed,credit_card,470.46
1468,579,2024-01-23,completed,paypal,97.84
1469,391,2024-05-11,completed,paypal,459.84
1470,179,2023-05-15,completed,net_banking,266.95
1471,968,2023-10-27,completed,credit_card,128.07
1472,554,2024-07-12,completed,wallet,313.69
1473,448,2024-11-16,completed,net_banking,133.68
1474,500,2024-10-12,completed,wallet,183.68
1475,15,2024-03-20,completed,paypal,399.52
1476,623,2024-01-25,completed,net_banking,48.72
1477,669,2023-09-28,completed,paypal,480.06
1478,289,2024-11-19,completed,credit_card,234.91
1479,478,2023-06-29,cancelled,credit_card,129.17
1480,231,2023-09-18,completed,wallet,351.65
1481,923,2025-04-05,completed,credit_card,156.99
1482,420,2024-02-08,cancelled,wallet,415.75
1483,157,2024-08-29,completed,paypal,49.5
1484,550,2023-07-13,completed,net_banking,495.92
1485,441,2023-11-19,cancelled,credit_card,328.45
1486,97,2025-03-02,completed,paypal,25.53
1487,997,2024-08-19,completed,net_banking,208.59
1488,411,2024-09-29,completed,paypal,194.81
1489,951,2024-06-17,completed,wallet,243.24
1490,289,2025-03-19,completed,paypal,322.01
1491,254,2025-03-29,cancelled,wallet,354.39
1492,196,2024-04-03,completed,wallet,50.52
1493,598,2025-03-01,completed,credit_card,424.21
1494,834,2024-06-03,completed,wallet,326.0
1495,522,2023-09-03,completed,wallet,172.32
1496,517,2023-11-13,completed,paypal,488.89
1497,635,2025-03-28,completed,wallet,487.18
1498,842,2024-09-29,completed,wallet,448.45
1499,865,2024-01-16,completed,paypal,460.38
1500,118,2025-03-10,completed,net_banking,122.59
1501,806,2024-01-03,completed,credit_card,451.62
1502,909,2024-02-18,completed,paypal,349.22
1503,159,2024-07-21,completed,wallet,287.72
1504,815,2024-03-10,completed,paypal,142.84
1505,228,2023-11-21,completed,net_banking,462.84
1506,877,2023-12-17,completed,paypal,345.37
1507,216,2023-09-16,completed,paypal,147.38
1508,948,2023-05-22,returned,paypal,276.09
1509,696,2024-07-14,completed,paypal,332.47
1510,15,2024-05-28,completed,wallet,97.88
1511,157,2024-10-17,completed,paypal,426.71
1512,648,2024-01-12,completed,net_banking,17.67
1513,261,2025-01-27,completed,paypal,111.51
1514,157,2024-08-08,completed,paypal,80.65
1515,47,2023-07-25,completed,wallet,412.14
1516,324,2024-03-22,cancelled,wallet,412.24
1517,844,2024-12-28,cancelled,paypal,465.15
1518,685,2024-04-08,completed,wallet,156.65
1519,130,2024-07-04,completed,wallet,286.34
1520,411,2024-12-26,completed,paypal,287.68
1521,95,2024-12-26,completed,wallet,426.23
1522,627,2024-01-15,completed,credit_card,341.75
1523,755,2023-12-01,completed,credit_card,274.88
1524,932,2023-07-15,completed,credit_card,198.08
1525,292,2023-04-27,completed,wallet,372.48
1526,794,2024-05-12,completed,credit_card,397.34
1527,811,2025-04-10,completed,net_banking,347.76
1528,283,2024-10-04,completed,credit_card,48.43
1529,69,2023-08-13,completed,net_banking,375.27
1530,660,2024-04-17,completed,wallet,179.47
1531,11,2024-09-30,completed,credit_card,57.87
1532,254,2023-08-15,cancelled,net_banking,123.75
1533,842,2024-05-31,completed,wallet,47.25
1534,872,2023-12-02,completed,credit_card,306.53
1535,550,2024-08-17,completed,paypal,310.79
1536,134,2024-06-27,completed,credit_card,301.85
1537,712,2024-09-17,completed,credit_card,484.77
1538,23,2023-08-25,completed,credit_card,169.92
1539,815,2023-12-12,completed,paypal,320.72
1540,346,2024-05-03,completed,net_banking,393.94
1541,302,2023-11-30,completed,net_banking,230.77
1542,363,2023-06-10,completed,paypal,121.79
1543,396,2025-01-01,completed,credit_card,280.99
1544,218,2023-12-05,completed,credit_card,193.96
1545,141,2023-05-03,completed,credit_card,101.01
1546,616,2024-04-07,completed,net_banking,297.08
1547,958,2023-05-22,completed,net_banking,196.24
1548,210,2023-10-06,completed,paypal,388.36
1549,985,2023-11-26,completed,wallet,154.74
1550,993,2025-01-21,cancelled,paypal,130.76
1551,623,2024-07-24,completed,net_banking,46.02
1552,616,2023-07-25,completed,credit_card,141.31
1553,828,2023-06-01,completed,credit_card,196.2
1554,683,2024-05-04,completed,credit_card,394.11
1555,460,2023-12-14,cancelled,credit_card,85.6
1556,356,2023-04-24,completed,wallet,200.91
1557,324,2024-03-20,completed,paypal,186.74
1558,133,2024-01-19,completed,paypal,54.85
1559,888,2024-09-14,completed,net_banking,472.05
1560,805,2025-01-27,completed,paypal,227.92
1561,840,2023-04-21,cancelled,wallet,383.06
1562,127,2023-05-29,completed,wallet,60.09
1563,106,2023-11-02,completed,wallet,52.78
1564,604,2023-08-05,cancelled,credit_card,221.18
1565,799,2024-01-18,completed,net_banking,282.92
1566,378,2025-03-03,completed,wallet,261.1
1567,905,2023-11-27,completed,paypal,60.61
1568,51,2024-12-20,completed,paypal,53.91
1569,29,2025-02-16,completed,paypal,281.57
1570,462,2024-05-14,completed,wallet,302.49
1571,296,2024-09-18,completed,wallet,394.37
1572,297,2024-12-08,completed,paypal,433.22
1573,726,2024-06-29,completed,wallet,16.05
1574,779,2023-08-19,completed,paypal,212.77
1575,407,2023-06-26,completed,credit_card,391.79
1576,769,2024-10-25,completed,wallet,365.17
1577,814,2023-11-17,completed,credit_card,284.17
1578,613,2023-08-09,completed,credit_card,496.44
1579,405,2024-11-10,completed,wallet,128.94
1580,346,2023-09-20,completed,paypal,265.34
1581,622,2024-03-21,completed,net_banking,345.8
1582,420,2024-07-18,completed,credit_card,93.06
1583,182,2025-04-03,completed,wallet,141.77
1584,983,2023-06-22,completed,credit_card,141.52
1585,825,2023-12-02,completed,paypal,81.51
1586,1,2023-10-07,completed,wallet,91.93
1587,831,2023-05-15,completed,net_banking,145.22
1588,950,2024-04-22,cancelled,wallet,156.88
1589,567,2025-04-14,completed,credit_card,393.51
1590,371,2024-01-21,completed,wallet,186.95
1591,936,2023-10-31,completed,wallet,472.67
1592,911,2025-01-10,completed,credit_card,363.24
1593,661,2024-09-29,completed,net_banking,252.94
1594,431,2024-08-27,completed,paypal,312.17
1595,969,2024-02-15,completed,wallet,234.35
1596,309,2024-03-14,completed,net_banking,76.39
1597,137,2024-02-25,completed,paypal,13.32
1598,202,2025-03-23,completed,credit_card,203.89
1599,436,2023-07-06,completed,net_banking,422.39
1600,313,2025-03-14,completed,net_banking,196.15
1601,117,2023-11-09,completed,wallet,432.48
1602,666,2025-04-04,completed,credit_card,225.71
1603,937,2023-12-11,completed,wallet,221.0
1604,803,2024-07-27,cancelled,credit_card,413.53
1605,575,2023-12-18,cancelled,paypal,329.01
1606,244,2023-09-02,completed,wallet,301.25
1607,537,2024-07-01,completed,credit_card,157.21
1608,602,2024-03-24,completed,credit_card,305.57
1609,75,2024-09-29,completed,net_banking,350.69
1610,806,2025-03-01,completed,wallet,244.71
1611,386,2023-12-27,completed,wallet,97.04
1612,903,2025-01-04,cancelled,paypal,205.14
1613,210,2024-07-13,completed,credit_card,166.38
1614,475,2023-08-07,completed,net_banking,370.09
1615,418,2024-10-02,completed,credit_card,320.12
1616,347,2024-12-07,completed,credit_card,484.2
1617,529,2023-09-22,completed,credit_card,393.17
1618,640,2023-11-01,completed,wallet,169.68
1619,939,2023-08-04,completed,credit_card,147.35
1620,955,2024-03-09,completed,paypal,395.07
1621,876,2024-06-24,cancelled,net_banking,188.86
1622,763,2023-09-22,completed,net_banking,466.71
1623,179,2023-12-10,completed,credit_card,107.9
1624,182,2023-12-13,completed,net_banking,498.66
1625,664,2023-06-26,completed,credit_card,98.16
1626,25,2023-12-07,completed,wallet,386.13
1627,967,2024-07-04,cancelled,net_banking,23.19
1628,180,2025-04-10,completed,wallet,366.33
1629,710,2024-08-21,cancelled,wallet,472.06
1630,501,2024-04-13,completed,paypal,112.73
1631,856,2024-06-17,completed,paypal,400.87
1632,161,2023-09-10,returned,net_banking,417.33
1633,177,2024-02-07,completed,credit_card,43.89
1634,285,2024-12-18,completed,credit_card,425.42
1635,63,2025-03-01,completed,credit_card,399.57
1636,662,2025-01-27,completed,credit_card,339.76
1637,666,2024-03-25,completed,paypal,78.2
1638,156,2023-07-04,returned,credit_card,158.39
1639,882,2023-08-06,completed,credit_card,133.81
1640,469,2024-06-03,completed,wallet,85.53
1641,49,2024-03-29,cancelled,credit_card,217.33
1642,967,2024-10-11,completed,credit_card,194.73
1643,849,2023-12-20,completed,paypal,230.04
1644,84,2024-05-16,completed,net_banking,302.99
1645,361,2025-04-16,completed,wallet,295.3
1646,689,2024-10-04,completed,wallet,271.84
1647,148,2024-10-25,returned,net_banking,462.51
1648,630,2024-01-23,completed,wallet,436.12
1649,342,2024-04-18,completed,credit_card,214.97
1650,476,2024-01-21,completed,credit_card,28.01
1651,63,2024-03-18,completed,net_banking,484.53
1652,701,2024-04-17,completed,paypal,353.8
1653,360,2024-03-12,completed,paypal,408.03
1654,561,2024-03-04,completed,wallet,300.97
1655,327,2024-04-13,completed,paypal,458.06
1656,769,2023-05-12,completed,paypal,63.59
1657,736,2025-03-29,completed,paypal,131.63
1658,141,2024-06-28,completed,paypal,335.7
1659,990,2023-05-11,completed,paypal,91.51
1660,215,2024-12-06,completed,paypal,310.21
1661,435,2024-03-12,completed,paypal,285.98
1662,891,2023-06-28,completed,wallet,326.07
1663,952,2024-11-28,completed,credit_card,326.9
1664,723,2023-08-08,completed,paypal,483.74
1665,318,2024-08-10,completed,credit_card,172.48
1666,32,2025-03-25,completed,net_banking,400.15
1667,670,2023-12-11,completed,credit_card,61.91
1668,285,2024-12-21,completed,net_banking,58.32
1669,305,2023-10-26,completed,wallet,118.78
1670,429,2024-07-14,cancelled,credit_card,375.96
1671,477,2024-05-22,cancelled,net_banking,283.42
1672,286,2024-02-04,completed,credit_card,346.96
1673,144,2023-07-28,completed,wallet,118.31
1674,424,2024-08-15,completed,credit_card,193.32
1675,19,2024-06-15,completed,net_banking,236.9
1676,18,2025-03-19,completed,paypal,342.98
1677,769,2024-07-03,completed,paypal,348.31
1678,590,2025-03-02,completed,paypal,83.87
1679,371,2023-12-04,completed,wallet,498.87
1680,175,2023-06-01,returned,paypal,246.56
1681,194,2024-11-27,completed,wallet,154.76
1682,502,2025-02-05,completed,paypal,461.07
1683,988,2024-02-19,completed,wallet,52.07
1684,113,2023-07-27,completed,wallet,417.35
1685,114,2024-02-27,completed,credit_card,367.77
1686,222,2024-09-22,completed,paypal,180.68
1687,678,2023-04-25,completed,credit_card,178.1
1688,947,2024-04-14,completed,net_banking,394.29
1689,831,2025-01-07,completed,paypal,265.35
1690,644,2024-12-03,returned,paypal,180.67
1691,897,2025-02-28,completed,paypal,57.84
1692,264,2024-05-27,completed,paypal,363.78
1693,925,2024-04-12,completed,credit_card,231.7
1694,55,2025-01-31,completed,credit_card,42.92
1695,871,2023-06-02,completed,wallet,31.89
1696,643,2023-06-25,completed,credit_card,358.28
1697,800,2023-06-02,completed,wallet,21.07
1698,778,2023-11-16,completed,net_banking,178.11
1699,458,2025-01-24,completed,credit_card,63.59
1700,979,2024-09-06,completed,wallet,402.02
1701,878,2023-07-13,cancelled,paypal,465.66
1702,162,2024-01-05,completed,net_banking,372.84
1703,380,2024-07-25,completed,wallet,262.84
1704,993,2023-07-05,completed,net_banking,280.44
1705,87,2025-01-18,cancelled,paypal,172.18
1706,55,2023-12-02,completed,paypal,218.92
1707,476,2024-07-03,completed,wallet,236.41
1708,800,2024-04-28,completed,wallet,400.9
1709,178,2024-10-08,completed,paypal,318.58
1710,391,2024-01-03,completed,wallet,101.33
1711,349,2025-02-20,completed,paypal,332.08
1712,8,2023-06-07,returned,credit_card,203.84
1713,833,2023-07-24,completed,wallet,371.32
1714,313,2024-11-16,cancelled,net_banking,442.72
1715,759,2024-07-18,completed,paypal,230.29
1716,835,2024-09-25,completed,credit_card,220.48
1717,984,2024-05-21,cancelled,wallet,12.18
1718,983,2024-11-15,completed,paypal,115.25
1719,443,2024-10-28,completed,credit_card,146.39
1720,767,2023-06-01,completed,wallet,354.84
1721,328,2024-10-16,completed,paypal,400.04
1722,54,2023-09-27,completed,paypal,292.9
1723,761,2024-05-25,completed,paypal,401.76
1724,239,2023-08-10,completed,wallet,273.08
1725,229,2024-06-30,completed,credit_card,189.24
1726,579,2024-11-16,completed,paypal,106.57
1727,51,2024-05-09,completed,credit_card,65.84
1728,609,2023-08-04,completed,credit_card,338.64
1729,604,2023-10-11,completed,net_banking,249.85
1730,264,2025-03-16,completed,credit_card,483.3
1731,418,2024-09-26,completed,credit_card,163.57
1732,803,2024-08-29,completed,credit_card,200.43
1733,96,2025-02-10,cancelled,credit_card,202.35
1734,88,2023-08-19,completed,credit_card,65.97
1735,78,2023-12-10,completed,wallet,182.47
1736,288,2024-08-20,completed,net_banking,234.35
1737,120,2023-12-18,completed,paypal,94.54
1738,814,2024-10-30,completed,net_banking,340.06
1739,491,2025-04-17,completed,net_banking,402.3
1740,912,2023-04-26,completed,paypal,460.15
1741,452,2025-01-05,returned,credit_card,299.18
1742,500,2024-05-01,completed,paypal,339.33
1743,165,2024-08-17,completed,credit_card,163.46
1744,182,2024-10-06,completed,paypal,126.9
1745,469,2023-09-23,cancelled,wallet,67.3
1746,910,2023-07-19,completed,net_banking,192.92
1747,735,2023-06-12,completed,credit_card,79.27
1748,823,2023-04-21,completed,net_banking,200.35
1749,944,2023-08-17,completed,credit_card,302.25
1750,978,2024-08-01,completed,paypal,291.65
1751,7,2025-03-04,completed,paypal,217.29
1752,330,2023-07-24,completed,paypal,248.47
1753,775,2024-05-28,completed,wallet,273.32
1754,673,2023-07-05,completed,paypal,460.39
1755,151,2023-10-30,completed,paypal,466.04
1756,85,2023-09-26,completed,wallet,94.89
1757,147,2023-07-10,completed,net_banking,91.76
1758,624,2024-04-22,completed,net_banking,151.53
1759,381,2023-05-10,completed,credit_card,101.68
1760,915,2025-01-26,completed,net_banking,422.57
1761,548,2024-05-17,completed,credit_card,313.51
1762,285,2024-03-30,completed,credit_card,434.11
1763,700,2024-02-18,completed,net_banking,476.4
1764,82,2023-06-03,completed,net_banking,247.46
1765,514,2025-04-09,completed,wallet,105.61
1766,897,2023-07-24,completed,credit_card,198.13
1767,815,2023-12-09,cancelled,net_banking,285.18
1768,709,2024-02-29,completed,net_banking,330.0
1769,916,2024-04-30,cancelled,wallet,210.48
1770,523,2023-09-10,completed,net_banking,250.95
1771,746,2025-01-17,completed,paypal,357.97
1772,386,2023-10-20,completed,paypal,227.49
1773,707,2025-02-02,completed,credit_card,91.95
1774,471,2025-02-07,completed,wallet,287.04
1775,119,2024-06-18,completed,net_banking,399.98
1776,396,2023-11-09,completed,credit_card,118.06
1777,532,2025-01-18,completed,net_banking,26.02
1778,261,2024-08-08,completed,paypal,120.17
1779,805,2024-10-01,completed,net_banking,151.45
1780,934,2024-03-27,completed,net_banking,392.56
1781,256,2025-02-16,completed,net_banking,287.17
1782,734,2024-09-13,completed,paypal,388.55
1783,905,2024-08-12,completed,paypal,252.7
1784,226,2023-07-25,completed,wallet,260.29
1785,53,2024-03-21,cancelled,paypal,290.63
1786,940,2023-08-12,completed,credit_card,141.27
1787,867,2024-08-27,completed,net_banking,276.12
1788,500,2023-05-07,completed,paypal,495.54
1789,506,2023-09-11,completed,credit_card,275.6
1790,854,2023-08-09,completed,paypal,380.83
1791,364,2025-01-15,completed,net_banking,382.4
1792,280,2024-11-19,completed,credit_card,226.27
1793,593,2024-09-12,cancelled,paypal,117.09
1794,714,2023-10-24,completed,paypal,218.33
1795,158,2023-08-31,completed,credit_card,370.63
1796,632,2024-05-22,cancelled,wallet,330.3
1797,59,2024-11-17,completed,credit_card,131.29
1798,727,2024-10-15,completed,credit_card,438.66
1799,128,2024-06-18,completed,credit_card,25.79
1800,736,2023-09-23,completed,credit_card,138.78
1801,721,2024-04-24,completed,paypal,432.48
1802,882,2024-04-28,completed,credit_card,52.62
1803,115,2023-12-02,completed,credit_card,433.99
1804,209,2023-12-01,cancelled,net_banking,67.52
1805,526,2024-09-20,completed,paypal,407.83
1806,521,2023-07-07,cancelled,net_banking,112.84
1807,552,2024-07-21,cancelled,paypal,371.43
1808,962,2024-05-07,completed,wallet,347.68
1809,237,2024-01-31,completed,wallet,431.91
1810,281,2024-09-20,completed,paypal,309.03
1811,359,2023-11-20,completed,wallet,219.8
1812,201,2024-02-18,completed,wallet,311.91
1813,758,2024-02-14,cancelled,paypal,394.58
1814,278,2024-10-13,completed,credit_card,408.63
1815,235,2025-01-01,completed,net_banking,404.67
1816,494,2023-07-13,completed,paypal,289.34
1817,4,2024-04-15,completed,paypal,270.82
1818,666,2024-03-09,completed,paypal,302.46
1819,442,2025-01-11,completed,net_banking,92.5
1820,29,2024-03-15,completed,paypal,489.71
1821,109,2023-08-14,completed,net_banking,153.39
1822,610,2023-05-12,completed,net_banking,290.64
1823,727,2023-11-27,completed,wallet,476.67
1824,805,2024-04-10,completed,credit_card,262.06
1825,75,2023-07-23,completed,wallet,451.08
1826,838,2024-07-02,completed,paypal,409.44
1827,146,2024-02-17,completed,paypal,76.44
1828,128,2023-04-29,completed,net_banking,377.55
1829,853,2024-07-14,cancelled,wallet,211.68
1830,42,2023-12-12,completed,net_banking,39.05
1831,356,2023-05-17,completed,wallet,145.89
1832,41,2024-09-03,returned,wallet,331.39
1833,934,2024-09-07,completed,wallet,353.7
1834,34,2025-03-14,completed,wallet,75.02
1835,17,2024-09-12,cancelled,wallet,81.66
1836,677,2024-08-14,completed,credit_card,167.83
1837,153,2024-03-31,completed,paypal,131.3
1838,998,2023-05-24,cancelled,wallet,423.34
1839,378,2025-03-26,completed,wallet,202.42
1840,588,2025-03-25,completed,net_banking,79.66
1841,599,2024-01-21,completed,paypal,319.88
1842,629,2023-08-07,completed,paypal,317.63
1843,874,2024-04-18,completed,paypal,193.83
1844,342,2025-03-06,completed,wallet,47.0
1845,981,2024-11-02,returned,net_banking,399.35
1846,27,2024-04-11,cancelled,paypal,386.75
1847,825,2023-11-22,cancelled,net_banking,207.4
1848,287,2023-04-28,completed,credit_card,377.4
1849,646,2023-08-21,completed,credit_card,350.4
1850,731,2024-01-23,cancelled,net_banking,439.89
1851,168,2024-05-13,cancelled,wallet,232.8
1852,610,2025-02-13,completed,paypal,249.14
1853,268,2025-02-17,completed,credit_card,295.16
1854,749,2024-05-15,completed,credit_card,435.76
1855,821,2023-10-01,completed,net_banking,425.11
1856,455,2024-01-16,completed,wallet,55.64
1857,906,2025-03-22,completed,net_banking,486.35
1858,685,2024-10-20,completed,net_banking,321.07
1859,401,2024-06-01,completed,net_banking,351.67
1860,922,2024-02-18,completed,net_banking,426.55
1861,981,2024-05-23,completed,net_banking,399.88
1862,476,2023-06-08,completed,wallet,204.88
1863,702,2023-09-03,completed,net_banking,484.38
1864,634,2024-09-11,completed,wallet,414.18
1865,558,2023-08-16,completed,paypal,252.41
1866,576,2024-01-19,completed,paypal,168.2
1867,130,2024-09-11,completed,paypal,148.96
1868,822,2024-10-30,completed,paypal,278.18
1869,363,2024-07-01,cancelled,credit_card,73.99
1870,705,2024-01-09,completed,wallet,427.69
1871,819,2024-04-11,completed,paypal,396.27
1872,693,2024-10-27,completed,credit_card,448.14
1873,292,2025-02-15,cancelled,wallet,383.5
1874,371,2024-12-22,completed,credit_card,32.51
1875,794,2023-08-07,completed,credit_card,316.83
1876,29,2023-11-23,completed,net_banking,419.98
1877,149,2024-12-20,completed,credit_card,17.98
1878,779,2024-12-03,cancelled,credit_card,465.42
1879,296,2024-09-13,completed,wallet,87.41
1880,11,2023-12-12,completed,credit_card,233.69
1881,512,2025-04-07,completed,net_banking,496.0
1882,676,2024-02-20,completed,paypal,219.62
1883,113,2023-06-12,completed,paypal,497.89
1884,187,2025-04-01,completed,wallet,455.61
1885,807,2025-01-31,completed,wallet,442.25
1886,744,2024-09-03,completed,credit_card,157.91
1887,227,2024-04-30,completed,wallet,438.47
1888,310,2024-02-07,completed,credit_card,439.53
1889,98,2024-04-21,completed,wallet,55.74
1890,55,2024-08-03,completed,paypal,186.61
1891,623,2024-09-13,completed,paypal,50.39
1892,664,2023-09-08,completed,paypal,335.61
1893,758,2024-07-11,completed,paypal,327.97
1894,406,2024-10-22,completed,credit_card,35.38
1895,69,2025-04-10,completed,credit_card,316.55
1896,312,2024-05-18,completed,credit_card,365.73
1897,289,2024-12-13,completed,paypal,380.06
1898,762,2024-09-13,completed,net_banking,220.32
1899,548,2024-06-02,completed,paypal,54.69
1900,751,2023-11-08,cancelled,paypal,56.64
1901,148,2023-07-30,completed,net_banking,114.58
1902,467,2024-10-13,cancelled,net_banking,48.19
1903,739,2023-12-28,completed,wallet,300.9
1904,244,2024-07-21,completed,paypal,264.53
1905,491,2024-07-15,completed,net_banking,228.08
1906,849,2024-01-16,cancelled,wallet,13.95
1907,958,2024-07-17,completed,net_banking,178.35
1908,507,2024-08-12,completed,net_banking,69.09
1909,365,2025-01-24,completed,wallet,431.57
1910,482,2024-02-28,completed,paypal,350.08
1911,201,2023-06-12,completed,wallet,244.07
1912,154,2023-05-25,completed,paypal,122.18
1913,450,2023-05-13,completed,net_banking,53.77
1914,501,2025-02-10,completed,wallet,404.92
1915,73,2024-11-10,completed,credit_card,60.57
1916,713,2023-08-22,completed,net_banking,190.11
1917,296,2023-10-17,completed,wallet,156.64
1918,17,2023-07-04,cancelled,net_banking,197.53
1919,641,2024-09-18,cancelled,wallet,408.55
1920,217,2023-07-12,returned,paypal,438.5
1921,61,2024-05-12,completed,credit_card,324.37
1922,939,2025-04-15,cancelled,net_banking,341.8
1923,616,2024-09-29,completed,credit_card,43.52
1924,42,2024-04-25,completed,paypal,286.01
1925,25,2023-12-28,completed,wallet,309.06
1926,39,2024-12-01,completed,credit_card,90.42
1927,803,2023-10-17,cancelled,wallet,182.08
1928,131,2024-12-10,completed,paypal,114.4
1929,498,2025-01-08,completed,net_banking,376.65
1930,229,2025-04-02,completed,paypal,460.75
1931,108,2024-11-10,completed,credit_card,311.88
1932,172,2024-12-28,completed,credit_card,226.77
1933,435,2023-10-21,completed,credit_card,116.45
1934,478,2023-07-11,completed,wallet,449.33
1935,102,2025-03-19,completed,net_banking,78.61
1936,866,2025-03-05,completed,credit_card,70.35
1937,524,2023-09-03,completed,credit_card,367.7
1938,275,2024-11-06,completed,credit_card,182.25
1939,613,2025-03-14,cancelled,paypal,220.4
1940,44,2024-02-13,completed,credit_card,397.63
1941,955,2024-11-28,completed,paypal,131.42
1942,817,2024-03-12,completed,credit_card,325.86
1943,957,2025-04-06,completed,paypal,131.6
1944,17,2023-06-09,completed,wallet,304.49
1945,330,2023-06-08,completed,wallet,363.38
1946,569,2024-08-08,completed,paypal,149.61
1947,823,2023-11-01,completed,net_banking,471.23
1948,497,2023-07-18,completed,net_banking,23.14
1949,815,2023-05-20,completed,paypal,425.06
1950,12,2025-02-06,completed,wallet,439.16
1951,318,2024-11-23,completed,paypal,110.67
1952,592,2023-06-16,cancelled,net_banking,307.39
1953,216,2024-03-28,completed,paypal,102.44
1954,339,2024-12-03,completed,wallet,201.96
1955,776,2024-02-05,completed,net_banking,326.62
1956,991,2024-08-04,returned,net_banking,394.06
1957,661,2024-08-23,completed,credit_card,398.95
1958,81,2025-02-01,completed,credit_card,127.28
1959,727,2023-05-13,completed,net_banking,199.08
1960,485,2025-04-07,cancelled,net_banking,128.13
1961,374,2023-09-03,cancelled,paypal,322.66
1962,976,2023-12-26,completed,wallet,44.8
1963,710,2023-07-13,completed,net_banking,445.48
1964,200,2024-10-14,completed,wallet,15.91
1965,537,2024-04-04,completed,net_banking,186.94
1966,466,2024-02-08,completed,wallet,165.07
1967,89,2023-08-02,completed,credit_card,199.55
1968,268,2024-08-28,completed,net_banking,421.1
1969,655,2024-07-09,completed,paypal,216.22
1970,571,2024-06-26,completed,wallet,277.71
1971,922,2023-09-23,completed,net_banking,94.66
1972,489,2023-09-20,completed,credit_card,240.8
1973,877,2023-11-03,returned,credit_card,493.81
1974,538,2024-05-06,completed,credit_card,45.77
1975,47,2024-03-25,completed,credit_card,297.81
1976,288,2024-09-29,completed,net_banking,16.76
1977,778,2023-11-29,completed,paypal,115.71
1978,16,2023-10-13,completed,wallet,462.06
1979,711,2023-09-24,completed,paypal,474.85
1980,401,2024-11-17,completed,wallet,205.01
1981,919,2023-08-24,completed,paypal,150.38
1982,794,2024-03-23,completed,net_banking,359.19
1983,981,2025-01-12,returned,net_banking,385.88
1984,86,2024-06-04,completed,wallet,217.55
1985,250,2025-01-08,returned,net_banking,207.12
1986,391,2024-12-24,returned,wallet,323.86
1987,782,2023-09-17,completed,paypal,273.45
1988,335,2023-06-26,completed,net_banking,84.81
1989,629,2024-07-16,completed,net_banking,50.96
1990,519,2023-05-09,completed,wallet,48.72
1991,137,2024-08-21,completed,wallet,461.25
1992,883,2024-09-21,returned,wallet,487.41
1993,688,2023-07-04,completed,wallet,86.13
1994,840,2023-09-26,completed,credit_card,170.11
1995,498,2023-05-16,completed,wallet,297.35
1996,827,2025-01-09,completed,credit_card,383.98
1997,727,2023-08-08,completed,paypal,328.42
1998,477,2025-03-14,completed,wallet,325.15
1999,594,2023-04-25,completed,credit_card,161.98
2000,223,2024-01-25,completed,credit_card,224.37
2001,990,2024-12-12,completed,credit_card,477.18
2002,372,2024-03-02,completed,net_banking,126.93
2003,935,2024-07-05,completed,credit_card,129.8
2004,995,2024-06-18,completed,wallet,463.07
2005,402,2025-02-20,completed,wallet,66.83
2006,443,2023-06-15,completed,wallet,310.03
2007,490,2024-01-10,completed,credit_card,36.96
2008,615,2023-09-11,completed,credit_card,336.38
2009,273,2024-10-02,completed,net_banking,332.45
2010,526,2024-11-07,completed,paypal,96.07
2011,159,2025-03-28,completed,net_banking,16.21
2012,152,2024-11-06,completed,wallet,77.23
2013,995,2024-08-31,completed,wallet,15.56
2014,620,2024-06-04,cancelled,wallet,253.24
2015,188,2024-05-10,completed,net_banking,179.89
2016,813,2023-09-15,completed,wallet,263.44
2017,98,2025-01-26,completed,wallet,413.03
2018,131,2023-09-29,completed,wallet,137.03
2019,805,2024-07-07,cancelled,credit_card,192.22
2020,171,2025-01-22,completed,paypal,377.39
2021,936,2024-04-22,returned,credit_card,438.0
2022,986,2024-05-14,completed,credit_card,369.14
2023,183,2024-01-19,completed,paypal,67.85
2024,983,2024-01-22,completed,paypal,450.95
2025,364,2024-08-13,completed,net_banking,174.16
2026,39,2025-03-19,completed,paypal,220.37
2027,527,2024-06-27,completed,net_banking,266.69
2028,888,2025-02-11,completed,net_banking,138.85
2029,497,2023-08-06,completed,credit_card,487.77
2030,516,2025-01-02,cancelled,wallet,317.49
2031,349,2023-06-12,completed,credit_card,253.11
2032,982,2024-03-26,completed,credit_card,260.28
2033,921,2024-03-18,completed,paypal,37.17
2034,397,2024-08-18,completed,paypal,431.09
2035,722,2024-02-07,completed,net_banking,91.77
2036,161,2025-02-27,completed,net_banking,87.08
2037,16,2023-06-15,completed,net_banking,388.93
2038,493,2024-07-06,completed,paypal,448.19
2039,426,2023-06-20,completed,net_banking,340.32
2040,108,2023-07-28,completed,net_banking,66.51
2041,894,2024-12-18,completed,paypal,372.98
2042,450,2024-05-26,completed,wallet,11.26
2043,311,2023-12-08,completed,credit_card,430.76
2044,739,2023-07-08,completed,paypal,16.02
2045,170,2023-07-21,cancelled,net_banking,32.53
